ActionId,Domain,ScreenName,Route,FilePath,ActionLabel,ActionType,CurrentState,ExpectedState,BackendAvailable,CurrentUiPattern,RequiredFix,FinalStateAfterThisWave,CompletionGate,ReviewerCheck,Notes
ACT-0086,Unknown,ItemGroupMasterPage,,/src/web/src/pages/ItemMasterPages.tsx,Import / export,import,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0087,Unknown,ItemGroupMasterPage,,/src/web/src/pages/ItemMasterPages.tsx,New item draft,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0088,Unknown,ItemGroupMasterPage,,/src/web/src/pages/ItemMasterPages.tsx,Open catalog preview,open,disabled,DISABLED WITH REASON,No,Button / navigation / tile,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0089,Unknown,ItemGroupMasterPage,,/src/web/src/pages/ItemMasterPages.tsx,Retire media,retire,unknown,DISABLED WITH REASON,No,Button / navigation / tile,Direct action reviewed; passive tiles no longer render as buttons and dashboard export buttons are explicitly disabled.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0090,Unknown,ItemGroupMasterPage,,/src/web/src/pages/ItemMasterPages.tsx,Review audit,review,working,WORKING,Yes,ErpActionBar,Verified during action truth scan.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0091,Unknown,ItemGroupMasterPage,,/src/web/src/pages/ItemMasterPages.tsx,Save & Continue,save,working,WORKING,Yes,ErpActionBar,Verified during action truth scan.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0092,Unknown,ItemGroupMasterPage,,/src/web/src/pages/ItemMasterPages.tsx,Set primary,set,unknown,DISABLED WITH REASON,No,Button / navigation / tile,Direct action reviewed; passive tiles no longer render as buttons and dashboard export buttons are explicitly disabled.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0093,Unknown,ItemGroupMasterPage,,/src/web/src/pages/ItemMasterPages.tsx,Upload media,upload,disabled,DISABLED WITH REASON,Partial,Button / navigation / tile,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0094,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Clone template,clone,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0095,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Export,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0096,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Export bundle,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0097,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Export rules,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0098,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Export tenant snapshot,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0099,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,New record,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0100,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Review dependency,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0101,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Save draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0102,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Save numbering policy,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0103,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Save policy draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0104,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Save tenant settings,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0105,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Save translation draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0106,Unknown,ItemDirectoryPage,,/src/web/src/pages/MasterPages.tsx,Save workflow draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0107,Unknown,UomClassMasterPage,,/src/web/src/pages/MeasurementPages.tsx,Review audit,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0108,Production,JobCardsPage,/production/job-cards,/src/web/src/pages/OperationsPages.tsx,Add reject,add,disabled,DISABLED WITH REASON,No,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside the job-card modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Reject entry remains disabled until quality workflow enablement.
ACT-0109,Unknown,BomLibraryPage,,/src/web/src/pages/OperationsPages.tsx,Approve,approve,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0110,Unknown,BomLibraryPage,,/src/web/src/pages/OperationsPages.tsx,Clone,clone,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0111,Unknown,BomLibraryPage,,/src/web/src/pages/OperationsPages.tsx,Export,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0112,Production,DowntimeRegisterPage,/production/downtime,/src/web/src/pages/OperationsPages.tsx,Export downtime,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and centered modal workspace behavior.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Downtime export remains disabled until approved reporting is enabled.
ACT-0113,Production,ShiftProductionEntryPage,/production/shift-production,/src/web/src/pages/OperationsPages.tsx,Export shift,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and centered modal workspace behavior.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Shift export remains disabled until approved reporting is enabled.
ACT-0114,Unknown,BomLibraryPage,,/src/web/src/pages/OperationsPages.tsx,Export variances,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0115,Unknown,BomLibraryPage,,/src/web/src/pages/OperationsPages.tsx,Import CSV,import,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0116,Unknown,BomLibraryPage,,/src/web/src/pages/OperationsPages.tsx,New BOM,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0117,Unknown,BomLibraryPage,,/src/web/src/pages/OperationsPages.tsx,New count sheet,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0118,Production,WorkOrdersPage,/production/work-orders,/src/web/src/pages/OperationsPages.tsx,New work order,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and centered work-order detail workspace behavior.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Work-order creation remains disabled until planning release workflow enablement.
ACT-0119,Production,DowntimeRegisterPage,/production/downtime,/src/web/src/pages/OperationsPages.tsx,Open RCA queue,open,disabled,DISABLED WITH REASON,No,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason in page and downtime modal actions.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,RCA queue opening remains disabled until quality action workflow enablement.
ACT-0120,Unknown,BomLibraryPage,,/src/web/src/pages/OperationsPages.tsx,Post count,post,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0121,Production,JobCardsPage,/production/job-cards,/src/web/src/pages/OperationsPages.tsx,Print,print,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and no dead print action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Job-card printing remains disabled until document workflow enablement.
ACT-0122,Production,WorkOrdersPage,/production/work-orders,/src/web/src/pages/OperationsPages.tsx,Print pack,print,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and no dead print action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Work-order print pack remains disabled until document workflow enablement.
ACT-0123,Production,WorkOrdersPage,/production/work-orders,/src/web/src/pages/OperationsPages.tsx,Print traveler,print,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside the work-order modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Traveler printing remains disabled until document workflow enablement.
ACT-0124,Production,OccupancyCalendarPage,/production/occupancy,/src/web/src/pages/OperationsPages.tsx,Review assignment,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified lane-prod-exec disabled reason and no dead occupancy review action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Assignment review remains disabled until machine-scheduling workflow enablement.
ACT-0125,Production,WorkOrdersPage,/production/work-orders,/src/web/src/pages/OperationsPages.tsx,Review release,review,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside the work-order modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Release review remains disabled until planning release workflow enablement.
ACT-0126,Unknown,BomLibraryPage,,/src/web/src/pages/OperationsPages.tsx,Save count sheet,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0127,Production,DowntimeRegisterPage,/production/downtime,/src/web/src/pages/OperationsPages.tsx,Save downtime review,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside the downtime modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Downtime review save remains disabled until RCA workflow enablement.
ACT-0128,Production,ShiftProductionEntryPage,/production/shift-production,/src/web/src/pages/OperationsPages.tsx,Save shift draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside the shift production modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Shift draft save remains disabled until production execution workflow enablement.
ACT-0129,Production,ShiftProductionEntryPage,/production/shift-production,/src/web/src/pages/OperationsPages.tsx,Submit summary,submit,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason in page and modal actions.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Shift summary submission remains disabled until production execution workflow enablement.
ACT-0130,Production,WorkOrdersPage,/production/work-orders,/src/web/src/pages/OperationsPages.tsx,Export,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and no dead work-order export action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Work-order export remains disabled until approved reporting is enabled.
ACT-0131,Production,JobCardsPage,/production/job-cards,/src/web/src/pages/OperationsPages.tsx,Manual job card,new,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified lane-prod-exec disabled reason and no dead job-card creation action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Manual job-card creation remains disabled until production control workflow enablement.
ACT-0132,Production,JobCardsPage,/production/job-cards,/src/web/src/pages/OperationsPages.tsx,Complete,complete,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside the job-card modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Completion remains disabled until production execution workflow enablement.
ACT-0133,Production,JobCardsPage,/production/job-cards,/src/web/src/pages/OperationsPages.tsx,Pause,pause,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside the job-card modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Pause remains disabled until production execution workflow enablement.
ACT-0134,Production,MachineBoardPage,/production/machine-board,/src/web/src/pages/OperationsPages.tsx,Auto-assign review,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified lane-prod-exec disabled reason and no dead machine board action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Auto-assignment review remains disabled until machine-scheduling workflow enablement.
ACT-0135,Production,MachineBoardPage,/production/machine-board,/src/web/src/pages/OperationsPages.tsx,Today,navigate,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified lane-prod-exec disabled reason and no dead quick-date action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Quick date reset remains disabled until scheduling toolbar enablement.
ACT-0136,Production,OccupancyCalendarPage,/production/occupancy,/src/web/src/pages/OperationsPages.tsx,Next 7 days,navigate,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified lane-prod-exec disabled reason and no dead quick-range action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Quick range selection remains disabled until scheduling toolbar enablement.
ACT-0137,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Export bins,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0138,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Export branches,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0139,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Export companies,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0140,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Export departments,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0141,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Export shift calendar,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0142,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Export warehouses,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0143,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,New bin draft,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0144,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,New branch draft,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0145,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,New company draft,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0146,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,New department draft,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0147,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,New shift draft,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0148,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,New warehouse draft,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0149,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Review audit,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0150,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Review bins,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0151,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Review context users,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0152,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Review machine calendar,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0153,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Review stock usage,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0154,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Review workflow usage,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0155,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Save bin draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0156,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Save branch draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0157,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Save company draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0158,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Save department draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0159,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Save shift draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0160,Unknown,CompanyMasterPage,,/src/web/src/pages/OrganizationPages.tsx,Save warehouse draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0161,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Add compliance metadata,add,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0162,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Add contact point,add,working,WORKING,Yes,ErpActionBar,Verified during action truth scan.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0163,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Add customer site,add,working,WORKING,Yes,ErpActionBar,Verified during action truth scan.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0164,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Add document metadata,add,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0165,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Add supplier site,add,working,WORKING,Yes,ErpActionBar,Verified during action truth scan.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0166,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Review Audit,review,disabled,DISABLED WITH REASON,No,ErpActionBar,Shared action-bar guard adds a default disabled reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0167,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Save & Continue,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Shared action-bar guard adds a default disabled reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0168,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Upload compliance document,upload,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0169,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Upload customer document,upload,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0170,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Upload supplier document,upload,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0171,Planning,CapacityPlanningBoardPage,/planning/capacity,/src/web/src/pages/PlanningContinuationPages.tsx,Review overloads,review,working,WORKING,No,ErpActionBar + ErpModalWorkspace,Wired overload review to open the current or next overloaded capacity bucket in the governed review workspace.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Review overloads now opens the active overloaded bucket review without exposing a dead action.
ACT-0172,Planning,CapacityPlanningBoardPage,/planning/capacity,/src/web/src/pages/PlanningContinuationPages.tsx,Save capacity review,save,disabled,DISABLED WITH REASON,No,ErpActionBar,Kept disabled with a business-safe reason because no capacity save backend workflow exists.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Capacity review save remains intentionally disabled until the planning workflow is implemented.
ACT-0173,Planning,CapacityPlanningBoardPage,/planning/capacity,/src/web/src/pages/PlanningContinuationPages.tsx,Rebuild capacity draft,rebuild,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified explicit disabled state for the missing capacity rebuild workflow.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Capacity rebuild remains intentionally disabled until the planning workflow is implemented.
ACT-0174,Unknown,MrpRunConsolePage,,/src/web/src/pages/PlanningPages.tsx,Create shortage actions,create,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0175,Unknown,MrpRunConsolePage,,/src/web/src/pages/PlanningPages.tsx,Export exceptions,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0176,Planning,MrpRunConsolePage,/planning/mrp,/src/web/src/pages/PlanningPages.tsx,Run MRP draft,run,working,WORKING,Yes,ErpActionBar,Wired the governed MRP draft modal to the live MRP start endpoint.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Run MRP draft now opens a parameter workspace and starts an MRP run through the live planning API.
